round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2,FirstandSecondPointWon1,FirstandSecondPointWon2,,,,,,,,
Second,Andy Roddick,6-2 6-2 6-4,2008,m,Andy Roddick,Michael Berrer,USA,GER,75,62,10,6,1,7,80,65,53,32,235,215,202,182,153,153,33,33,48,27,103,73,34,34,12,45,52,55,42.4,20.8,,,,,,,,
Second,Philipp Kohlschreiber,6-4 6-2 0-1 ret.,2008,m,Philipp Kohlschreiber,Evgeny Korolev,GER,KAZ,59,59,6,3,1,5,79,76,70,36,210,204,184,182,154,154,33,0,41,24,65,53,15,21,17,33,75,82,55.3,27.36,,,,,,,,
Second,Mikhail Youzhny,4-6 7-5 6-3 7-6(4),2008,m,Mikhail Youzhny,Andreas Seppi,RUS,ITA,60,48,8,7,6,3,75,73,52,54,204,200,181,181,140,140,42,33,37,34,142,128,33,37,53,58,67,70,39,39.42,,,,,,,,
Second,Mardy Fish,6-1 6-2 6-3,2008,m,Mardy Fish,Tommy Robredo,USA,ESP,57,65,4,1,5,5,83,51,50,41,219,200,197,171,150,150,50,33,52,31,91,61,39,8,24,18,83,43,41.5,20.91,,,,,,,,
Second,Jarkko Nieminen,6-2 7-5 7-6(2),2008,m,Jarkko Nieminen,Jesse Levine,FIN,CAN,73,55,4,7,7,6,70,59,32,40,204,199,169,173,148,148,35,50,50,40,122,103,32,33,30,58,58,63,22.4,23.6,,,,,,,,
First,Novak Djokovic,6-0 6-2 7-6(5),2008,m,Novak Djokovic,Benjamin Becker,SRB,GER,63,46,6,7,4,2,84,58,45,43,211,226,184,197,159,159,86,50,50,30,96,65,23,17,22,23,81,36,37.8,24.94,,,,,,,,
First,Janko Tipsarevic,7-5 6-2 6-7(6) 0-6 6-0,2008,m,Janko Tipsarevic,Joseph Sirianni,SRB,AUS,54,52,25,11,5,5,75,68,52,54,215,209,193,184,139,139,40,33,39,35,162,151,48,50,53,61,63,71,39,36.72,,,,,,,,
First,Peter Luczak,6-1 6-7(2) 6-3 6-4,2008,m,Peter Luczak,Mariano Zabaleta,AUS,ARG,63,46,12,13,7,8,80,82,52,42,201,209,182,192,162,162,46,33,40,30,128,103,45,40,33,42,70,73,41.6,34.44,,,,,,,,
First,Marcos Baghdatis,7-6(0) 6-2 3-6 6-3,2008,m,Marcos Baghdatis,Thomas Johansson,CYP,SWE,52,57,16,7,4,5,83,66,48,45,216,213,191,180,143,143,29,27,43,34,138,117,50,36,40,47,83,60,39.84,29.7,,,,,,,,
First,David Nalbandian,6-1 6-1 7-6(3),2008,m,David Nalbandian,Robert Smeets,ARG,AUS,49,44,4,6,5,5,81,63,68,41,199,202,185,187,158,158,67,50,49,25,99,63,21,19,24,41,55,44,55.08,25.83,,,,,,,,
First,Marat Safin,6-0 6-4 7-6(2),2008,m,Marat Safin,Ernests Gulbis,RUS,LAT,46,51,6,8,1,6,79,64,62,43,221,220,206,199,164,164,36,33,46,30,109,84,16,28,27,43,72,77,48.98,27.52,,,,,,,,
First,David Ferrer,6-2 6-2 6-1,2008,m,David Ferrer,Edouard Roger-Vasselin,ESP,FRA,72,58,3,2,2,2,77,49,71,32,192,197,176,182,148,148,73,17,58,25,89,46,30,15,15,34,53,41,54.67,15.68,,,,,,,,
First,Lleyton Hewitt,6-0 6-3 6-0,2008,m,Lleyton Hewitt,Steve Darcis,AUS,BEL,55,49,14,1,6,0,83,58,68,19,204,194,191,179,148,148,62,100,62,24,75,33,29,10,12,21,82,56,56.44,11.02,,,,,,,,
First,Fernando Gonzalez,6-4 7-6(2) 6-1,2008,m,Fernando Gonzalez,Konstantinos Economidis,CHI,GRE,59,58,10,2,4,4,82,65,64,49,208,198,176,183,148,148,50,0,42,25,102,74,47,16,36,30,69,64,52.48,31.85,,,,,,,,
First,Roger Federer,6-0 6-3 6-0,2008,m,Roger Federer,Diego Hartfield,SUI,ARG,72,63,11,3,1,1,83,51,56,26,8,198,85,180,155,155,70,0,58,25,85,42,38,11,14,20,69,50,46.48,13.26,,,,,,,,
First,Juan Monaco,7-6(5) 7-5 6-1,2008,m,Juan Monaco,Carlos Berlocq,ARG,ARG,66,45,6,7,2,7,71,65,44,39,191,209,172,187,143,143,70,67,49,38,108,88,40,29,26,41,70,62,31.24,25.35,,,,,,,,
First,James Blake,6-3 6-2 6-2,2008,m,James Blake,Nicolas Massu,USA,CHI,55,74,11,6,2,3,84,57,53,35,215,207,184,183,146,146,46,25,49,30,93,63,41,18,18,21,79,47,44.52,19.95,,,,,,,,
First,Juan Carlos Ferrero,6-4 6-3 6-1,2008,m,Juan Carlos Ferrero,Nicolas Kiefer,ESP,GER,70,51,9,6,2,5,77,66,58,41,202,211,181,188,149,149,56,0,46,28,95,66,37,21,27,34,55,54,44.66,27.06,,,,,,,,
First,Nikolay Davydenko,7-5 7-5 6-3,2008,m,Nikolay Davydenko,Michael Llodra,RUS,FRA,79,59,1,4,4,4,77,67,37,40,191,212,159,182,158,158,60,40,44,32,108,87,31,24,22,44,68,55,28.49,26.8,,,,,,,,
First,Rafael Nadal,7-6(3) 7-5 6-1,2008,m,Rafael Nadal,Viktor Troicki,ESP,SRB,61,67,4,14,4,2,67,72,76,31,201,212,184,192,143,143,42,40,41,29,107,85,24,40,16,41,77,65,50.92,22.32,,,,,,,,
First,Stefan Koubek,7-6(5) 6-7(2) 7-5 6-4,2008,m,Stefan Koubek,Carlos Moya,AUT,ESP,56,65,5,7,11,5,69,64,54,54,198,209,176,182,146,146,50,33,39,37,162,157,59,40,59,61,79,65,37.26,34.56,,,,,,,,
First,Jo-Wilfried Tsonga,7-5 6-4 0-6 7-6(5),2008,m,Jo-Wilfried Tsonga,Andy Murray,FRA,GBR,59,58,7,7,6,3,71,68,43,49,214,212,190,185,135,135,31,50,40,40,135,137,57,38,61,27,67,56,30.53,33.32,,,,,,,,
First,Rainer Schuettler,6-4 6-2 6-7(3) 6-4,2008,m,Rainer Schuettler,Arnaud Clement,GER,FRA,66,63,4,3,5,4,61,63,69,47,199,200,167,177,147,147,47,27,43,36,140,126,30,27,37,51,79,53,42.09,29.61,,,,,,,,
First,Michael Berrer,6-7(5) 7-6(4) 6-3 7-6(5),2008,m,Michael Berrer,Donald Young,GER,USA,68,61,7,4,10,8,78,64,47,51,211,203,187,164,136,136,33,50,41,32,172,152,38,49,53,67,65,63,36.66,32.64,,,,,,,,
First,Mikhail Youzhny,6-0 6-2 7-6(3),2008,m,Mikhail Youzhny,Mathieu Montcourt,RUS,FRA,66,56,5,1,2,5,74,60,50,36,205,200,185,186,156,156,100,11,51,34,103,72,35,16,33,38,79,68,37,21.6,,,,,,,,
First,Richard Gasquet,6-0 6-1 3-6 6-2,2008,m,Richard Gasquet,Nick Lindahl,FRA,AUS,59,62,12,7,4,5,78,64,72,36,207,210,188,187,141,141,41,50,47,24,111,78,44,29,21,37,60,62,56.16,23.04,,,,,,,,
First,Andy Roddick,6-3 6-4 7-5,2008,m,Andy Roddick,Lukas Dlouhy,USA,CZE,65,56,13,7,2,12,76,67,58,41,228,213,199,186,148,148,45,29,44,30,101,76,28,33,11,44,67,74,44.08,27.47,,,,,,,,
First,Paul Capdeville,6-4 7-5 6-4,2008,m,Paul Capdeville,Brydan Klein,CHI,AUS,74,56,3,4,1,7,72,63,52,52,194,209,170,185,156,156,45,50,42,33,112,98,33,40,18,45,67,59,37.44,32.76,,,,,,,,
First,Tommy Robredo,4-6 2-6 7-6(2) 6-4 7-5,2008,m,Tommy Robredo,Mischa Zverev,ESP,GER,66,77,4,2,7,1,69,64,42,34,197,196,172,173,136,136,41,42,43,40,193,183,88,66,38,34,74,56,28.98,21.76,,,,,,,,
First,Nicolas Almagro,6-4 6-4 3-6 5-7 6-3,2009,m,Nicolas Almagro,Nicolas Massu,ESP,CHI,60,64,29,8,4,7,83,74,58,58,208,187,180,171,146,138,44,43,32,27,144,132,56,43,37,46,71,61,48.14,42.92,,,,,,,,
First,Jo-Wilfried Tsonga,6-4 6-4 6-0,2009,m,Jo-Wilfried Tsonga,Juan Monaco,FRA,ARG,47,64,5,3,2,2,84,53,63,41,208,195,190,179,150,150,70,67,51,27,86,54,27,11,30,27,80,53,52.92,21.73,,,,,,,,
First,Richard Gasquet,6-7(5) 7-6(3) 6-3 6-4,2009,m,Richard Gasquet,Diego Junqueira,FRA,ARG,58,65,16,3,4,5,79,69,59,45,203,174,183,156,151,129,28,30,40,29,161,136,76,49,50,44,63,47,46.61,31.05,,,,,,,,
First,Jurgen Melzer,7-5 6-2 6-1,2009,m,Jurgen Melzer,Kei Nishikori,AUT,JPN,60,57,5,3,2,6,83,51,52,45,185,187,166,164,142,143,64,29,52,29,103,68,35,16,26,42,63,24,43.16,22.95,,,,,,,,
First,Chris Guccione,6-4 6-2 6-4,2009,m,Chris Guccione,Nicolas Devilder,AUS,FRA,61,61,12,5,4,4,80,54,59,55,214,200,187,158,153,132,38,50,45,28,98,74,46,32,21,19,61,50,47.2,29.7,,,,,,,,
First,Gilles Simon,6-4 6-1 6-1,2009,m,Gilles Simon,Pablo Andujar,FRA,ESP,48,57,8,1,3,5,65,50,55,41,201,188,182,177,132,151,47,25,54,40,108,82,42,16,35,39,48,48,35.75,20.5,,,,,,,,
First,Marcos Baghdatis,6-3 7-6(5) 6-2,2009,m,Marcos Baghdatis,Julien Benneteau,CYP,FRA,43,61,7,4,2,7,78,65,53,41,203,195,183,175,145,138,38,13,44,37,116,101,48,27,41,35,79,42,41.34,26.65,,,,,,,,
First,Novak Djokovic,6-2 6-3 7-5,2009,m,Novak Djokovic,Andrea Stoppini,SRB,ITA,68,54,8,6,1,6,68,56,58,41,201,196,190,172,161,145,39,50,51,35,104,80,34,28,27,36,47,59,39.44,22.96,,,,,,,,
First,Philipp Kohlschreiber,7-6(6) 6-3 6-2,2009,m,Philipp Kohlschreiber,Sam Querrey,GER,USA,64,54,8,10,5,1,77,73,54,63,195,209,172,185,151,154,60,0,32,33,97,88,35,27,38,36,69,64,41.58,45.99,,,,,,,,
First,Mardy Fish,6-7(3) 6-4 7-5 6-0,2009,m,Mardy Fish,Samuel Groth,USA,AUS,57,57,18,15,6,9,89,66,50,45,211,222,185,192,145,164,41,100,43,28,134,104,44,41,28,48,63,48,44.5,29.7,,,,,,,,
First,Bernard Tomic,7-6(5) 1-6 7-6(5) 7-6(6),2009,m,Bernard Tomic,Potito Starace,AUS,ITA,64,67,10,13,1,7,66,75,62,45,182,192,169,172,135,151,23,71,35,36,151,162,61,47,61,50,62,66,40.92,33.75,,,,,,,,
First,Fabrice Santoro,6-3 6-2 6-7(5) 6-2,2009,m,Fabrice Santoro,Juan Carlos Ferrero,FRA,ESP,47,56,17,2,3,2,84,69,48,39,193,196,177,177,143,146,100,43,45,36,123,101,36,45,24,56,70,71,40.32,26.91,,,,,,,,
First,Brydan Klein,6-4 6-3 4-6 6-3,2009,m,Brydan Klein,Bjorn Phau,AUS,GER,63,49,14,3,6,7,76,71,41,47,216,201,183,185,145,158,50,57,42,37,114,105,39,24,46,34,63,71,31.16,33.37,,,,,,,,
First,Tomas Berdych,6-4 6-4 6-3,2009,m,Tomas Berdych,Robby Ginepri,CZE,USA,63,65,9,6,4,3,82,64,57,39,208,185,195,166,154,135,36,20,45,27,105,79,33,27,34,50,71,55,46.74,24.96,,,,,,,,
First,Evgeny Korolev,6-3 6-1 7-6(7),2009,m,Evgeny Korolev,Carlos Moya,KAZ,ESP,60,44,9,10,3,11,90,80,48,33,196,211,183,193,150,156,45,50,46,27,102,71,39,28,21,35,71,80,43.2,26.4,,,,,,,,
First,Marat Safin,6-3 6-3 6-4,2009,m,Marat Safin,Ivan Navarro,RUS,ESP,48,53,8,6,5,2,85,75,59,44,211,200,203,190,159,154,67,0,40,29,96,79,36,22,26,21,59,35,50.15,33,,,,,,,,
First,David Ferrer,6-1 6-7(6) 6-1 6-7(4) 6-4,2009,m,David Ferrer,Denis Gremelmayr,ESP,GER,54,52,8,5,8,7,72,66,54,43,188,188,171,174,150,138,40,25,45,36,192,163,58,58,68,84,67,66,38.88,28.38,,,,,,,,
First,David Nalbandian,6-1 4-6 6-2 6-3,2009,m,David Nalbandian,Marc Gicquel,ARG,FRA,58,50,4,9,8,2,71,63,47,45,188,203,175,193,143,151,47,20,46,39,126,107,36,32,43,51,66,63,33.37,28.35,,,,,,,,
First,Juan Martin Del Potro,6-3 6-4 6-2,2009,m,Juan Martin Del Potro,Mischa Zverev,ARG,GER,65,61,7,5,4,2,70,56,66,43,209,187,185,172,150,142,43,33,49,31,104,75,49,21,23,25,82,45,46.2,24.08,,,,,,,,
First,Roger Federer,6-1 7-6(4) 7-5,2009,m,Roger Federer,Andreas Seppi,SUI,ITA,59,60,9,1,5,5,76,68,57,50,203,198,190,182,156,142,30,0,41,33,122,102,45,28,43,45,72,68,43.32,34,,,,,,,,
Second,Guillermo Canas,6-1 4-6 2-6 7-6(2) 6-4,2004,m,Guillermo Canas,Agustin Calleri,ARG,ARG,55,55,13,12,7,7,61,65,49,39,196,201,169,176,140,140,43,60,47,44,153,149,35,72,29,67,68,67,29.89,25.35,,,,,,,,
Second,David Nalbandian,6-1 6-0 6-3,2004,m,David Nalbandian,Florian Mayer,ARG,GER,70,68,4,1,1,3,71,48,44,37,185,180,168,165,129,129,47,17,55,37,104,73,31,18,31,44,81,63,31.24,17.76,,,,,,,,
Second,Jiri Novak,6-2 7-6(3) 6-4,2004,m,Jiri Novak,Jan Vacek,CZE,CZE,74,62,4,3,2,1,73,61,52,48,191,190,172,168,134,134,45,40,44,32,111,89,26,38,28,56,61,53,37.96,29.28,,,,,,,,
Second,Wayne Ferreira,2-6 6-3 6-4 6-4,2004,m,Wayne Ferreira,David Sanchez-Munoz,RSA,ESP,69,64,8,1,2,1,66,66,55,49,187,185,162,162,123,123,31,43,40,37,125,117,61,21,60,25,63,50,36.3,32.34,,,,,,,,
Second,Juan Carlos Ferrero,6-4 7-6(3) 7-5,2004,m,Juan Carlos Ferrero,Filippo Volandri,ESP,ITA,58,61,2,2,6,7,73,63,51,45,191,187,175,165,136,136,60,80,44,36,115,101,16,30,34,53,67,79,37.23,28.35,,,,,,,,
Second,Lleyton Hewitt,1-6 6-1 6-4 6-1,2004,m,Lleyton Hewitt,Karol Kucera,AUS,SVK,60,55,3,5,3,14,60,54,54,39,191,195,175,178,144,144,60,56,52,42,110,90,33,24,34,44,82,52,32.4,21.06,,,,,,,,
Second,Andy Roddick,6-2 6-2 6-3,2004,m,Andy Roddick,Bohdan Ulihrach,USA,CZE,65,51,20,2,2,5,93,67,61,43,225,188,198,174,142,142,56,0,45,18,88,54,34,19,16,30,67,67,56.73,28.81,,,,,,,,
Second,Taylor Dent,3-6 6-4 4-6 7-6(4) 7-5,2004,m,Taylor Dent,Juan Ignacio Chela,USA,ARG,56,60,16,3,16,4,62,64,48,46,219,185,188,163,134,134,41,56,43,44,173,176,83,53,77,18,63,76,29.76,29.44,,,,,,,,
Second,Paradorn Srichaphan,6-3 ret.,2004,m,Paradorn Srichaphan,Jerome Golmard,THA,FRA,69,46,4,3,0,2,78,82,42,54,201,190,183,172,141,141,100,0,33,33,34,29,15,5,8,8,83,67,32.76,44.28,,,,,,,,
Second,James Blake,6-3 7-6(4) 2-6 6-1,2004,m,James Blake,Nicolas Lapentti,USA,ECU,62,64,11,10,3,3,73,70,54,50,201,198,177,170,137,137,19,20,37,35,129,119,45,39,41,29,57,66,39.42,35,,,,,,,,
Second,Gustavo Kuerten,7-5 6-7(5) 6-4 6-3,2004,m,Gustavo Kuerten,Ivan Ljubicic,BRA,CRO,58,57,8,17,1,4,72,70,53,44,196,208,173,184,145,145,62,63,41,36,142,127,29,65,31,76,67,70,38.16,30.8,,,,,,,,
Second,Dominik Hrbaty,6-1 7-5 6-0,2004,m,Dominik Hrbaty,Gaston Gaudio,SVK,ARG,61,58,3,1,5,4,79,51,50,29,191,180,174,167,137,137,57,29,58,32,91,53,33,15,24,27,58,69,39.5,14.79,,,,,,,,
Second,Sjeng Schalken,6-3 6-2 5-7 6-1,2004,m,Sjeng Schalken,David Ferrer,NED,ESP,73,62,2,0,4,9,69,53,37,42,169,182,155,163,128,128,48,50,51,40,132,106,19,36,29,78,60,62,25.53,22.26,,,,,,,,
Second,Marat Safin,7-6(5) 6-4 4-6 6-4,2004,m,Marat Safin,Jarkko Nieminen,RUS,FIN,61,67,23,1,0,2,83,72,52,54,212,195,194,174,131,131,33,15,34,29,138,130,58,34,47,34,69,71,43.16,38.88,,,,,,,,
Second,Andre Agassi,6-0 6-2 6-4,2004,m,Andre Agassi,Tomas Berdych,USA,CZE,73,60,7,12,1,3,76,62,60,36,195,208,171,192,158,158,75,0,49,28,87,57,23,27,10,35,43,67,45.6,22.32,,,,,,,,
Second,Nicolas Escude,6-3 7-6(4) 6-4,2004,m,Nicolas Escude,Robin Soderling,FRA,SWE,71,58,17,9,0,5,80,72,58,47,196,204,180,184,150,150,38,0,39,27,107,89,43,36,21,27,73,59,46.4,33.84,,,,,,,,
Second,Thomas Enqvist,7-5 4-6 6-3 6-4,2004,m,Thomas Enqvist,Karol Beck,SWE,SVK,54,50,8,17,10,7,72,77,49,41,204,193,182,174,138,138,40,36,41,38,144,134,45,45,65,57,71,64,35.28,31.57,,,,,,,,
Second,Sebastien Grosjean,6-4 6-3 6-2,2004,m,Sebastien Grosjean,Jan-Michael Gambill,FRA,USA,42,54,8,8,3,2,94,67,60,42,201,198,183,179,150,150,42,0,45,26,99,72,38,24,17,27,93,51,56.4,28.14,,,,,,,,
First,Alex Corretja,6-4 1-6 6-3 6-4,2004,m,Alex Corretja,Martin Verkerk,ESP,NED,59,56,4,25,3,9,82,83,52,43,191,214,167,196,168,168,43,33,35,30,108,99,21,47,20,51,89,55,42.64,35.69,,,,,,,,
First,Filippo Volandri,6-3 4-6 6-3 6-4,2004,m,Filippo Volandri,Nicolas Kiefer,ITA,GER,57,55,4,10,3,11,63,71,64,47,191,209,165,185,151,151,38,27,39,37,135,128,42,30,37,48,74,64,40.32,33.37,,,,,,,,
First,Todd Reid,6-2 6-3 6-2,2004,m,Todd Reid,Vadim Kutsenko,AUS,UZB,73,61,6,2,0,5,87,58,59,42,195,217,167,168,137,137,55,100,48,20,89,54,28,21,17,38,75,65,51.33,24.36,,,,,,,,
First,David Nalbandian,6-2 6-1 6-4,2004,m,David Nalbandian,Ricardo Mello,ARG,BRA,64,69,8,4,1,3,81,64,63,35,190,180,166,167,140,140,71,0,45,26,84,54,21,13,29,34,71,58,51.03,22.4,,,,,,,,
First,Mark Philippoussis,7-6(6) 6-2 7-6(4),2004,m,Mark Philippoussis,Thomas Johansson,AUS,SWE,64,61,19,12,4,6,80,76,53,47,214,209,199,180,141,141,38,33,35,30,117,104,51,37,27,26,67,63,42.4,35.72,,,,,,,,
First,Tim Henman,6-2 6-4 6-2,2004,m,Tim Henman,Jean-Rene Lisnard,GBR,MON,58,45,2,3,3,6,80,68,77,48,193,193,179,182,138,138,50,0,43,21,89,58,22,24,17,24,75,47,61.6,32.64,,,,,,,,
First,Juan Carlos Ferrero,6-0 6-1 6-1,2004,m,Juan Carlos Ferrero,Albert Montanes,ESP,ESP,58,59,7,0,0,5,84,43,52,31,196,182,176,171,146,146,45,100,62,29,83,43,19,8,15,32,67,57,43.68,13.33,,,,,,,,
First,Rafael Nadal,6-1 6-2 6-2,2004,m,Rafael Nadal,Michal Tabara,ESP,CZE,58,48,5,4,3,5,78,62,63,38,190,200,164,183,143,143,60,0,51,28,82,50,21,10,25,34,73,42,49.14,23.56,,,,,,,,
First,Cyril Saulnier,7-6(7) 6-2 6-4,2004,m,Cyril Saulnier,Guillermo Coria,FRA,ARG,51,68,10,6,5,1,76,63,60,50,204,190,190,164,134,134,36,10,41,31,117,96,51,20,50,36,67,67,45.6,31.5,,,,,,,,
First,Fabrice Santoro,7-5 4-6 7-5 6-1,2004,m,Fabrice Santoro,Peter Luczak,FRA,AUS,57,66,17,5,2,7,82,62,65,56,187,195,163,166,132,132,24,13,40,25,143,115,58,48,18,39,63,61,53.3,34.72,,,,,,,,
First,Wayne Arthurs,7-6(2) 6-4 6-7(2) 6-7(5) 6-2,2004,m,Wayne Arthurs,Roko Karanusic,AUS,CRO,57,65,23,10,7,3,84,74,59,61,208,195,181,164,133,133,33,33,31,27,171,160,73,55,55,25,64,63,49.56,45.14,,,,,,,,
First,Jiri Novak,6-3 6-3 7-5,2004,m,Jiri Novak,Olivier Rochus,CZE,BEL,69,62,5,2,1,2,76,57,43,38,191,179,172,161,141,141,58,38,51,34,103,73,35,26,19,32,50,73,32.68,21.66,,,,,,,,
First,Lleyton Hewitt,6-2 6-4 0-1 ret.,2004,m,Lleyton Hewitt,Cecil Mamiit,AUS,PHI,56,50,4,3,3,3,82,56,64,63,190,200,173,176,145,145,43,0,41,26,63,51,15,11,22,23,53,80,52.48,35.28,,,,,,,,
First,Albert Costa,6-4 6-3 6-4,2004,m,Albert Costa,Greg Rusedski,ESP,GBR,67,58,3,8,2,5,73,69,46,39,191,209,166,173,146,146,55,43,44,36,88,74,33,37,14,29,50,45,33.58,26.91,,,,,,,,
First,Gustavo Kuerten,5-7 6-0 6-1 2-6 8-6,2004,m,Gustavo Kuerten,John van Lottum,BRA,NED,54,57,19,5,8,6,73,63,46,42,201,188,178,162,133,133,83,41,46,39,148,126,43,48,52,64,75,76,33.58,26.46,,,,,,,,
First,Andre Agassi,6-1 6-3 6-4,2004,m,Andre Agassi,Todd Larkham,USA,AUS,56,72,8,2,3,3,79,56,53,44,191,182,173,166,147,147,50,25,48,32,94,71,33,15,33,25,75,64,41.87,24.64,,,,,,,,
First,Andy Roddick,6-2 7-5 7-6(4),2004,m,Andy Roddick,Fernando Gonzalez,USA,CHI,57,64,20,10,4,5,84,68,57,44,220,214,199,178,143,143,25,20,40,28,120,99,38,43,28,42,60,71,47.88,29.92,,,,,,,,
First,Taylor Dent,6-2 6-1 2-1 ret.,2004,m,Taylor Dent,Fernando Verdasco,USA,ESP,45,55,3,0,7,3,87,41,64,54,212,177,180,155,144,144,63,0,53,25,71,42,22,14,19,21,69,75,55.68,22.14,,,,,,,,
First,Sebastien Grosjean,6-1 6-4 7-5,2004,m,Sebastien Grosjean,Mikhail Youzhny,FRA,RUS,45,54,3,3,3,5,84,60,61,49,191,191,173,173,139,139,50,33,45,29,104,77,25,20,28,40,63,60,51.24,29.4,,,,,,,,
First,Gaston Gaudio,6-3 6-2 7-6(6),2004,m,Gaston Gaudio,Tommy Robredo,ARG,ESP,63,51,3,6,10,7,71,61,53,52,187,195,162,163,137,137,42,20,43,36,116,99,21,27,32,52,70,55,37.63,31.72,,,,,,,,
First,Nicolas Escude,6-3 7-6(5) 6-2,2004,m,Nicolas Escude,Hyung-Taik Lee,FRA,KOR,57,53,15,2,2,3,75,63,50,36,195,193,182,175,140,140,46,38,50,36,111,83,41,21,27,36,63,63,37.5,22.68,,,,,,,,
First,Paradorn Srichaphan,7-5 6-4 6-0,2004,m,Paradorn Srichaphan,Jose Acasuso,THA,ARG,54,57,11,7,5,5,86,56,62,54,196,204,177,178,149,149,56,0,45,25,101,70,35,23,20,36,63,60,53.32,30.24,,,,,,,,
First,Robin Soderling,4-6 4-6 7-5 6-3 6-4,2004,m,Robin Soderling,Rainer Schuettler,SWE,GER,64,63,10,12,4,4,71,71,56,53,204,193,185,167,143,143,33,50,36,34,158,155,54,47,72,45,60,71,39.76,37.63,,,,,,,,
First,Marat Safin,6-2 3-6 6-3 6-4,2004,m,Marat Safin,Brian Vahaly,RUS,USA,58,59,19,1,2,9,74,67,59,49,208,177,192,152,136,136,45,25,40,32,127,109,64,25,55,31,62,64,43.66,32.83,,,,,,,,
First,Chris Guccione,6-3 7-6(3) 6-2,2004,m,Chris Guccione,Alun Jones,AUS,AUS,53,59,11,5,4,4,80,70,55,46,217,183,191,163,142,142,29,20,40,31,110,90,38,34,33,20,65,60,44,32.2,,,,,,,,
First,Jarkko Nieminen,6-1 6-7(5) 6-2 6-3,2004,m,Jarkko Nieminen,Nicolas Massu,FIN,CHI,62,59,4,5,5,10,71,62,56,38,190,201,158,170,134,134,57,17,47,35,138,105,27,35,45,75,68,59,39.76,23.56,,,,,,,,
First,Nikolay Davydenko,6-7(6) 4-6 6-4 6-1 6-2,2004,m,Nikolay Davydenko,Arnaud Clement,RUS,FRA,71,52,10,8,3,5,70,70,46,50,190,188,159,163,134,134,35,16,40,37,166,153,53,36,51,61,52,56,32.2,35,,,,,,,,
First,Robby Ginepri,7-5 6-3 6-3,2004,m,Robby Ginepri,Luis Horna,USA,PER,57,64,16,12,5,4,82,64,57,47,196,211,166,170,144,144,25,20,43,29,113,94,53,38,24,36,60,60,46.74,30.08,,,,,,,,
First,James Blake,6-1 6-4 6-4,2004,m,James Blake,Ivan Miranda,USA,PER,56,63,8,2,5,1,74,64,59,41,212,193,186,171,136,136,45,13,45,32,96,75,36,13,41,21,68,50,43.66,26.24,,,,,,,,
Final,Stanislas Wawrinka,6-3 6-2 3-6 6-3,2014,m,Stanislas Wawrinka,Rafael Nadal,SUI,ESP,55,78,19,1,2,3,87,60,51,42,217,200,192,162,134,134,33,33,44,29,116,88,53,19,49,32,92,63,44.37,25.2,,,,,,,,
semi,Rafael Nadal,7-6(4) 6-3 6-3,2014,m,Rafael Nadal,Roger Federer,ESP,SUI,65,66,3,8,1,1,73,65,73,50,198,203,175,181,152,152,29,50,40,27,105,86,28,34,25,50,30,55,53.29,32.5,,,,,,,,
semi,Stanislas Wawrinka,6-3 6-7(1) 7-6(3) 7-6(4),2014,m,Stanislas Wawrinka,Tomas Berdych,SUI,CZE,61,62,18,21,4,7,82,82,56,57,217,216,189,195,152,152,25,0,28,28,143,142,57,60,49,49,78,74,45.92,46.74,,,,,,,,
quarter,Rafael Nadal,3-6 7-6(3) 7-6(7) 6-2,2014,m,Rafael Nadal,Grigor Dimitrov,ESP,BUL,73,58,3,16,7,5,73,71,67,49,201,219,168,189,152,152,36,50,38,29,147,132,42,54,47,61,89,68,48.91,34.79,,,,,,,,
quarter,Roger Federer,6-3 6-4 6-7(6) 6-3,2014,m,Roger Federer,Andy Murray,SUI,GBR,64,61,10,9,0,1,78,67,64,49,204,208,184,183,131,131,24,50,40,27,147,121,54,41,42,46,74,63,49.92,32.83,,,,,,,,
quarter,Stanislas Wawrinka,2-6 6-4 6-2 3-6 9-7,2014,m,Stanislas Wawrinka,Novak Djokovic,SUI,SRB,58,73,17,7,5,1,72,71,50,59,219,203,194,187,146,146,50,57,32,37,153,161,51,45,60,60,67,74,36,41.89,,,,,,,,
quarter,Tomas Berdych,6-1 6-4 2-6 6-4,2014,m,Tomas Berdych,David Ferrer,CZE,ESP,52,61,10,2,4,1,78,64,44,50,217,185,194,167,141,141,38,25,42,39,128,119,43,30,62,46,64,92,34.32,32,,,,,,,,
Fourth,Andy Murray,6-1 6-2 6-7(6) 6-2,2014,m,Andy Murray,Stephane Robert,GBR,FRA,62,51,8,3,3,8,76,67,52,39,209,192,180,182,139,139,50,17,46,33,137,103,48,33,47,56,67,65,39.52,26.13,,,,,,,,
Fourth,Rafael Nadal,7-6(3) 7-5 7-6(3),2014,m,Rafael Nadal,Kei Nishikori,ESP,JPN,71,66,12,2,1,1,76,67,39,41,202,199,185,178,148,148,63,40,42,35,129,110,36,36,28,51,53,80,29.64,27.47,,,,,,,,
